"enumrtr","lga","ward","village","subvillage","under_18","HH_size","dogs","puppies","Land.Use","longitude","latitude","precision"
85,"Tarime DC","Nyakonga",1,123,0,2,0,0,"Built",34.5680078462541,-1.35165637805074,4.3
85,"Tarime DC","Nyakonga",1,123,0,2,1,0,"Built",34.5712909958767,-1.35082116665812,4.96
10,"Bunda TC","Kabasa",9,75,0,2,0,0,"Built",33.7963743955039,-1.97432382607691,4.711
50,"Tarime DC","Binagi",40,18,0,2,0,0,"Built",34.4627387308042,-1.37636912999247,5
50,"Tarime DC","Binagi",40,18,0,2,0,0,"Built",34.4609040104804,-1.37436936117893,4.18
50,"Tarime DC","Binagi",40,67,0,2,0,0,"Built",34.4674803535985,-1.37639661149338,4.8
50,"Tarime DC","Binagi",40,67,0,2,0,0,"Built",34.467230936009,-1.37530334638372,5
30,"Bunda DC","Iramba",25,43,0,2,0,0,"Built",33.3879509268066,-1.98360816322396,3.9
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7050723625979,-1.50443577244833,4.742
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.704844909937,-1.50286056907279,4.3
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7176011862873,-1.51012396198235,3.9
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7161371809844,-1.50939833820942,4.377
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7134220370738,-1.50591928485801,4.1
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.704481372938,-1.50101123074692,4.52
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7041765715793,-1.50196158902485,4.974
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.704360799361,-1.50245427010944,4.95
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7052253701532,-1.50129409499186,4.975
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7045667642423,-1.50099202853125,4.914
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.705425780942,-1.50284059359009,4.8
17,"Musoma DC","Etaro",15,68,0,2,0,0,"Built",33.7039368688075,-1.50224771396438,4.55
43,"Bunda TC","Kabasa",9,518,0,2,2,0,"Built",33.7975649404726,-1.96156807492939,5
43,"Bunda TC","Kabasa",9,75,0,2,1,0,"Built",33.7972651511993,-1.96381190422603,4.95
43,"Bunda TC","Kabasa",9,75,0,2,0,0,"Built",33.7964335926831,-1.96389325880174,4.95
43,"Bunda TC","Kabasa",9,75,0,2,0,0,"Built",33.7979141126718,-1.9627099418401,4.1
43,"Bunda TC","Kabasa",9,75,0,2,0,0,"Built",33.7972762736661,-1.97170880041508,4.95
7,"Rorya DC","Kisumwa",7,463,0,2,0,0,"Built",34.1278994537452,-1.44435747630268,8.436
7,"Rorya DC","Kisumwa",7,463,0,2,0,0,"Built",34.1287928242619,-1.44439189126668,9.702
87,"Tarime DC","Mwema",50,18,0,2,0,0,"Built",34.3990800632318,-1.25891385340696,5.6
87,"Tarime DC","Mwema",50,18,0,2,0,1,"Built",34.3996906150668,-1.25878871911669,4.883
87,"Tarime DC","Mwema",50,18,0,2,1,0,"Built",34.4013291989826,-1.25553751688739,10.233
402,"Tarime DC","Mwema",50,18,0,2,0,0,"Built",34.3974833964871,-1.25883473177433,9.4
83,"Rorya DC","Kigunga",58,318,0,2,0,0,"Built",34.0919575766123,-1.26552296559093,4.972
29,"Serengeti DC","Nyamantare",21,36,0,2,0,0,"Built",34.4330422873007,-1.80335354903374,6.697
133,"Musoma MC","Buhare",14,22,0,2,2,0,"Built",33.7892187877357,-1.51932490476273,3.62
49,"Serengeti DC","Busawe",39,133,0,2,2,0,"Built",34.427752935975,-1.58460942642366,4.66
49,"Serengeti DC","Busawe",39,133,0,2,0,0,"Built",34.4285163267397,-1.58471244227701,5
49,"Serengeti DC","Busawe",39,133,0,2,0,0,"Built",34.4285279116153,-1.58373850411491,4.9
49,"Serengeti DC","Busawe",39,133,0,2,0,0,"Built",34.428475426734,-1.5850049174564,4.2
49,"Serengeti DC","Busawe",39,133,0,2,0,0,"Built",34.4289344526556,-1.58415314724839,4.98
49,"Serengeti DC","Busawe",39,133,0,2,0,0,"Built",34.4286725355183,-1.58358665887087,4.64
49,"Serengeti DC","Busawe",39,133,0,2,1,0,"Built",34.4272839228923,-1.58400005560236,4.98
49,"Serengeti DC","Busawe",39,133,0,2,1,0,"Built",34.4286940735627,-1.58425615598593,4.966
49,"Serengeti DC","Busawe",39,133,0,2,0,0,"Built",34.4287746809193,-1.5843215938741,5
101,"Musoma MC","Kigera",28,41,0,2,0,0,"Built",33.8040513328728,-1.52035532860057,3.9
101,"Musoma MC","Kigera",28,41,0,2,0,0,"Built",33.8036467137593,-1.52050063097958,3.9
150,"Musoma DC","Nyamrandirira",61,25,0,2,0,0,"Built",33.5446583087169,-1.82135289812151,5
150,"Musoma DC","Nyamrandirira",61,25,0,2,0,0,"Built",33.5438963932474,-1.82097737799192,4.46
105,"Butiama DC","Bukabwa",52,99,0,2,2,0,"Built",33.9012235842739,-1.58993961948319,4.95
80,"Butiama DC","Kyanyari",10,46,0,2,0,0,"Built",33.7852103739549,-1.82201556498343,4.82
80,"Butiama DC","Kyanyari",10,46,0,2,0,0,"Built",33.7863958985426,-1.82802753277624,4.966
80,"Butiama DC","Kyanyari",10,46,0,2,0,0,"Built",33.7866921331067,-1.82717002780343,4.816
12,"Bunda DC","Neruma",11,290,0,2,0,0,"Built",33.5040244474561,-2.16080282345867,4.1
23,"Serengeti DC","Rungabure",20,29,0,2,0,0,"Built",34.6066017551535,-1.73819489649559,5
23,"Serengeti DC","Rungabure",20,29,0,2,0,0,"Built",34.606916309133,-1.73631916268043,4.92
23,"Serengeti DC","Rungabure",20,29,0,2,0,0,"Built",34.6081235044421,-1.73747116392214,4.8
23,"Serengeti DC","Rungabure",20,29,0,2,0,0,"Built",34.6083344062026,-1.73656179299937,4.9
23,"Serengeti DC","Rungabure",20,29,0,2,0,0,"Built",34.6075214134486,-1.73684681419109,4.716
609,"Serengeti DC","Rungabure",20,29,0,2,0,0,"Built",34.6056705500144,-1.73479410336853,4.6
23,"Serengeti DC","Rungabure",20,29,0,2,0,0,"Built",34.6072411243781,-1.7360574277755,4.86
11,"Butiama DC","Kyanyari",10,32,0,2,0,0,"Built",33.7938814064531,-1.82870833718773,4.9
3,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8045244428919,-1.51217574602168,4.25
3,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8047361162983,-1.51160681088507,4.92
3,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8049943962588,-1.51151457790128,5
3,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8041101922142,-1.51225004005837,4.761
3,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8050037768543,-1.51242446848335,4
3,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8067169843756,-1.5091342483752,4.537
9,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8045612572752,-1.51244645731991,4.5
9,"Musoma MC","Nyasho",3,3,0,2,0,0,"Built",33.8040910417086,-1.51168584549251,4.98
69,"Tarime DC","Sirari",8,62,0,2,0,0,"Built",34.471537793747,-1.25018747163838,4.824
31,"Bunda DC","Namhula",26,303,0,2,0,0,"Built",33.5460708675168,-2.07139298182699,4.95
35,"Tarime DC","Mbogi",30,157,0,2,0,0,"Built",34.5677936699038,-1.31086142300163,4.883
35,"Tarime DC","Mbogi",30,76,0,2,0,0,"Built",34.5696683455585,-1.31227862327765,4.9
35,"Tarime DC","Mbogi",30,76,0,2,0,0,"Built",34.5694951683982,-1.31468914725232,4.94
35,"Tarime DC","Mbogi",30,76,0,2,1,0,"Built",34.5703713720035,-1.31475840994404,4.583
131,"Serengeti DC","Kenyamonta",76,350,0,2,1,0,"Built",34.2899496254592,-1.69975679948716,4.925
43,"Bunda TC","Kabasa",9,14,0,2,0,0,"Built",33.7967703204848,-1.97594407946517,4.95
131,"Serengeti DC","Kenyamonta",76,350,0,2,2,0,"Built",34.2931624797107,-1.69892902004358,5
43,"Bunda TC","Kabasa",9,14,0,2,0,0,"Built",33.7969560548717,-1.97515488014987,4.86
43,"Bunda TC","Kabasa",9,14,0,2,0,0,"Built",33.7970015782505,-1.97495236767628,4.94
43,"Bunda TC","Kabasa",9,14,0,2,0,0,"Built",33.7943045331933,-1.9759250929983,4.4
131,"Serengeti DC","Kenyamonta",76,350,0,2,1,0,"Built",34.2903699429113,-1.69861080742129,4.78
131,"Serengeti DC","Kenyamonta",76,350,0,2,1,0,"Built",34.2903757489256,-1.69843742839474,4.95
131,"Serengeti DC","Kenyamonta",76,351,0,2,1,0,"Built",34.2935616844053,-1.69657945356449,4.78
327,"Serengeti DC","Kenyamonta",76,351,0,2,1,0,"Built",34.2891563724632,-1.69902863003848,4.8
10,"Bunda TC","Kabasa",9,14,0,2,1,0,"Built",33.7979563902886,-1.97600361032318,4.2
10,"Bunda TC","Kabasa",9,14,0,2,0,0,"Built",33.7972547788247,-1.97417719321647,5
181,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7969151140091,-1.51052542973885,4.766
181,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7959496575883,-1.51028281485014,4.683
181,"Musoma MC","Nyamatare",2,638,0,2,0,0,"Built",33.7965299457035,-1.50963241301988,4.48
181,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7947912316871,-1.50963680200161,4.5
181,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7956366439249,-1.51113238526123,4.96
404,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7965621647202,-1.51164672835244,4.5
610,"Serengeti DC","Geitasamo",5,7,0,2,0,0,"Built",34.644773742433,-1.79838367733452,4.983
65,"Butiama DC","Kamugegi",48,108,0,2,0,1,"Built",33.7726827610452,-1.71842198292421,4.92
69,"Tarime DC","Sirari",8,62,0,2,0,0,"Built",34.4739232999167,-1.25301847524229,4.759
80,"Butiama DC","Kyanyari",10,125,0,2,0,0,"Built",33.7889744821463,-1.82443685157927,4.64
80,"Butiama DC","Kyanyari",10,125,0,2,0,0,"Built",33.7904636786816,-1.82231858782317,4.5
80,"Butiama DC","Kyanyari",10,125,0,2,2,1,"Built",33.7907810127894,-1.8243014888624,4.22
80,"Butiama DC","Kyanyari",10,125,0,2,0,0,"Built",33.79002869862,-1.82398350282388,4.8
174,"Rorya DC","Kigunga",58,182,0,2,0,0,"Built",34.0969476401195,-1.26312798454018,1.803
174,"Rorya DC","Kigunga",58,182,0,2,0,0,"Built",34.0928807442935,-1.26323178620292,0.846
80,"Butiama DC","Kyanyari",10,125,0,2,0,0,"Built",33.788811080647,-1.82710096270509,5
12,"Bunda DC","Neruma",11,180,0,2,0,0,"Built",33.5110737488163,-2.15836074761701,4.166
12,"Bunda DC","Neruma",11,180,0,2,0,0,"Built",33.5117099351324,-2.15779891116478,4.34
12,"Bunda DC","Neruma",11,180,0,2,0,0,"Built",33.5108693724249,-2.15794107053392,4.066
12,"Bunda DC","Neruma",11,180,0,2,0,0,"Built",33.5106932954323,-2.1577642257266,4
12,"Bunda DC","Neruma",11,180,0,2,0,0,"Built",33.5099120807499,-2.15559518876964,4.96
28,"Bunda DC","Kisorya",24,246,0,2,0,0,"Built",33.2096004789068,-2.10690380143691,4.803
23,"Serengeti DC","Rungabure",20,220,0,2,0,0,"Built",34.6041755352661,-1.73603293437994,4.76
23,"Serengeti DC","Rungabure",20,220,0,2,2,0,"Built",34.6023579418783,-1.73983211677769,4.78
12,"Bunda DC","Neruma",11,18,0,2,0,0,"Built",33.5107410976202,-2.16243378424278,4.76
12,"Bunda DC","Neruma",11,18,0,2,0,0,"Built",33.5105252130717,-2.16195356226279,4.8
12,"Bunda DC","Neruma",11,18,0,2,0,0,"Built",33.5116425920219,-2.16258162087521,4.92
12,"Bunda DC","Neruma",11,18,0,2,0,0,"Built",33.5104719847997,-2.16089309470358,4.7
12,"Bunda DC","Neruma",11,18,0,2,0,0,"Built",33.5113448338429,-2.16272132214112,4.76
12,"Bunda DC","Neruma",11,18,0,2,0,0,"Built",33.5128725263839,-2.16200719081472,4.36
130,"Musoma MC","Buhare",14,22,0,2,0,0,"Built",33.7807943554501,-1.52802243496504,4.825
130,"Musoma MC","Buhare",14,22,0,2,0,0,"Built",33.7799479363006,-1.53051181216132,4.1
183,"Musoma MC","Nyasho",3,268,0,2,0,0,"Built",33.8044696516051,-1.51105110777773,4.87
183,"Musoma MC","Nyasho",3,268,0,2,0,0,"Built",33.8039230577643,-1.50938450342062,4.885
183,"Musoma MC","Nyasho",3,268,0,2,0,0,"Built",33.8059239375133,-1.50827188684431,4.175
183,"Musoma MC","Nyasho",3,268,0,2,0,0,"Built",33.8041684454836,-1.51030846609494,4.4
183,"Musoma MC","Nyasho",3,268,0,2,0,0,"Built",33.8039373927399,-1.50977082945312,4.7
183,"Musoma MC","Nyasho",3,266,0,2,0,0,"Built",33.8029173127683,-1.51409626218388,4.95
183,"Musoma MC","Nyasho",3,266,0,2,0,0,"Built",33.8017457344968,-1.51336620746097,4.4
183,"Musoma MC","Nyasho",3,266,0,2,0,0,"Built",33.8017032098865,-1.51319467387309,3.9
10,"Bunda TC","Kabasa",9,14,0,2,0,0,"Built",33.8193369743755,-1.99764629071309,4.98
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8198576388663,-1.99679164244377,4.84
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8206920952493,-1.99698210530954,5
43,"Bunda TC","Kabasa",9,52,0,2,0,1,"Built",33.8200319449886,-1.99627289811052,4.8
43,"Bunda TC","Kabasa",9,52,0,2,0,1,"Built",33.8202963888549,-1.99688026988084,4.975
28,"Bunda DC","Kisorya",24,162,0,2,0,0,"Built",33.2239972938171,-2.10586174037465,4.551
611,"Bunda DC","Kisorya",24,162,0,2,0,0,"Built",33.2214839727097,-2.10636282743131,4.803
10,"Bunda TC","Kabasa",9,14,0,2,0,0,"Built",33.8193065312184,-1.99762079093229,5
59,"Musoma DC","Suguti",44,74,0,2,0,0,"Built",33.88934150714,-1.66473952385258,3900
80,"Butiama DC","Kyanyari",10,125,0,2,0,0,"Built",33.789722108239,-1.82982938201989,4.78
35,"Tarime DC","Mbogi",30,18,0,2,0,0,"Built",34.576946797021,-1.31697668838655,3.04
174,"Rorya DC","Kigunga",58,247,0,2,1,0,"Built",34.0910398889994,-1.26348429191403,1.638
112,"Musoma DC","Bwasi",69,115,0,2,0,0,"Built",33.3806142930502,-1.86145018082917,4.7
69,"Tarime DC","Sirari",8,93,0,2,0,0,"Built",34.4732887848672,-1.25263574703936,4.931
20,"Tarime DC","Kibasuka",18,18,0,2,0,0,"Built",34.4398358024186,-1.41782247367389,8.22
63,"Bunda DC","Nansimo",47,180,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
63,"Bunda DC","Nansimo",47,180,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
63,"Bunda DC","Nansimo",47,180,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
63,"Bunda DC","Nansimo",47,180,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
63,"Bunda DC","Nansimo",47,3,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
63,"Bunda DC","Nansimo",47,3,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
63,"Bunda DC","Nansimo",47,3,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
63,"Bunda DC","Nansimo",47,3,0,2,0,0,"Built",33.3686215703494,-2.15515323251394,3500
78,"Rorya DC","Ikoma",56,3,0,2,0,0,"Built",34.3008471878729,-1.17063142285456,4.966
78,"Rorya DC","Ikoma",56,3,0,2,0,0,"Built",34.3007144221174,-1.17114546292498,4.98
113,"Rorya DC","Nyamuga",70,163,0,2,0,0,"Built",33.8085921372346,-1.49818620770553,1899.999
113,"Rorya DC","Nyamuga",70,163,0,2,0,0,"Built",33.8085921372346,-1.49818620770553,1899.999
113,"Rorya DC","Nyamuga",70,163,0,2,0,0,"Built",33.80951368096,-1.49993390711621,1899.999
62,"Butiama DC","Butiama",46,81,0,2,0,0,"Built",33.9721913667311,-1.75881333957821,4.657
62,"Butiama DC","Butiama",46,81,0,2,0,0,"Built",33.974456270579,-1.75998433782352,4.65
62,"Butiama DC","Butiama",46,81,0,2,0,0,"Built",33.9742374873179,-1.76041301416837,4.75
2,"Musoma MC","Nyamatare",2,2,0,2,0,0,"Built",33.7995568015731,-1.50910393573439,4.883
2,"Musoma MC","Nyamatare",2,2,0,2,0,0,"Built",33.7989783022861,-1.51240990124384,5
2,"Musoma MC","Nyamatare",2,2,0,2,0,0,"Built",33.7985709015807,-1.5108878489017,4.84
2,"Musoma MC","Nyamatare",2,2,0,2,0,0,"Built",33.7990472214955,-1.50947614642422,4.84
4,"Musoma MC","Mshikamano",4,13,0,2,0,0,"Built",33.8076970173559,-1.52070129984536,6.066
99,"Rorya DC","Koryo",59,128,0,2,1,0,"Built",34.2093093763252,-1.32002933309788,4.8
99,"Rorya DC","Koryo",59,128,0,2,0,0,"Built",34.2086200327276,-1.32137548833361,4.9
185,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7942016217173,-1.51058805634904,14.5
185,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7949968716631,-1.50987918310169,13.5
185,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7939761980863,-1.51055481608872,5
185,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7986565589873,-1.51023957449594,9
262,"Musoma MC","Nyamatare",2,256,0,2,0,0,"Built",33.7941361884712,-1.50605949064682,8.833
262,"Musoma MC","Nyamatare",2,256,0,2,0,0,"Built",33.7942455128174,-1.50708872380164,9
262,"Musoma MC","Nyamatare",2,256,0,2,0,0,"Built",33.793940836173,-1.50616062062067,10
262,"Musoma MC","Nyamatare",2,517,0,2,0,0,"Built",33.7954400001681,-1.50682686502122,14.5
262,"Musoma MC","Nyamatare",2,158,0,2,0,0,"Built",33.7949535067091,-1.50718527314762,10.833
101,"Musoma MC","Kigera",28,41,0,2,0,0,"Built",33.7971589011973,-1.52831758839678,3.9
12,"Bunda DC","Neruma",11,78,0,2,0,0,"Built",33.5115598357404,-2.16307931152476,4.333
244,"Butiama DC","Bisumwa",94,702,0,2,0,0,"Built",33.7723752900191,-1.59813061917723,4.66
96,"Musoma MC","Bweri",64,177,0,2,0,0,"Built",33.8489036208755,-1.53478767426614,7
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8206615045099,-1.9968754159898,4.74
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8201182254659,-1.99649407546623,4.82
612,"Serengeti DC","Rigwani",16,24,0,2,0,0,"Built",34.4963578279997,-1.72768304474117,96
613,"Serengeti DC","Rigwani",16,24,0,2,0,0,"Built",34.4956069066886,-1.72854725517981,5.05
614,"Serengeti DC","Rigwani",16,24,0,2,3,0,"Built",34.4959649316571,-1.72900714489777,5.7
10,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8329256165692,-1.97141671069786,4.9
43,"Bunda TC","Kabasa",9,203,0,2,0,0,"Built",33.834175763989,-1.9726209564866,5
15,"Musoma MC","Mshikamano",4,13,0,2,2,0,"Built",33.8084460886973,-1.52225785034487,5.6
96,"Musoma MC","Bweri",64,258,0,2,0,0,"Built",33.8487705238553,-1.53626287274069,7.72
223,"Musoma MC","Bweri",64,258,0,2,1,0,"Built",33.8483875730527,-1.53351362606997,5.983
131,"Serengeti DC","Kenyamonta",76,222,0,2,0,0,"Built",34.2907209746113,-1.69905603452067,5
131,"Serengeti DC","Kenyamonta",76,222,0,2,1,0,"Built",34.290951059178,-1.70009749293186,5
131,"Serengeti DC","Kenyamonta",76,222,0,2,0,0,"Built",34.2894956259633,-1.69840361304408,4.9
131,"Serengeti DC","Kenyamonta",76,222,0,2,0,0,"Built",34.2905281229163,-1.69865071468512,4.9
131,"Serengeti DC","Kenyamonta",76,186,0,2,1,0,"Built",34.2894359577881,-1.69903184601933,4.7
7,"Rorya DC","Kisumwa",7,18,0,2,0,0,"Built",34.1295923197308,-1.44486395124488,7.464
4,"Musoma MC","Mshikamano",4,13,0,2,0,0,"Built",33.8107449693632,-1.51894569500241,9.783
4,"Musoma MC","Mshikamano",4,13,0,2,0,0,"Built",33.8095279974171,-1.52057480180244,8.211
12,"Bunda DC","Neruma",11,290,0,2,0,0,"Built",33.5046056037819,-2.15997575350292,4.96
4,"Musoma MC","Mshikamano",4,61,0,2,0,0,"Built",33.8064829563666,-1.51971755187209,8.866
90,"Musoma DC","Nyamrandirira",61,115,0,2,0,0,"Built",33.5431734772968,-1.82038704334365,4.766
42,"Musoma DC","Tegeruka",35,51,0,2,0,0,"Built",33.7100296117158,-1.75379781523678,3.9
42,"Musoma DC","Tegeruka",35,51,0,2,0,0,"Built",33.7117016777193,-1.75281953338575,3.9
49,"Serengeti DC","Busawe",39,64,0,2,1,0,"Built",34.4266895474992,-1.58449010153907,4.86
85,"Tarime DC","Nyakonga",1,370,0,2,0,0,"Built",34.3926136274909,-1.34113220833069,117.822
85,"Tarime DC","Nyakonga",1,121,0,2,0,0,"Built",34.3984043677453,-1.34213970506145,4.8
85,"Tarime DC","Nyakonga",1,232,0,2,0,0,"Built",34.394524816824,-1.34353630605813,5.76
85,"Tarime DC","Nyakonga",1,1,0,2,0,0,"Built",34.3925273195104,-1.34049366258051,11.4
85,"Tarime DC","Nyakonga",1,1,0,2,0,0,"Built",34.3944519890045,-1.34308601299707,8.516
85,"Tarime DC","Nyakonga",1,1,0,2,0,0,"Built",34.3945862256482,-1.34050582595392,8.14
83,"Rorya DC","Kigunga",58,116,0,2,0,0,"Built",34.0894278586143,-1.23902421672196,4.4
4,"Musoma MC","Mshikamano",4,28,0,2,0,1,"Built",33.8057778561957,-1.51911687137427,8.775
4,"Musoma MC","Mshikamano",4,28,0,2,0,0,"Built",33.8054789687357,-1.51969256894971,9.32
4,"Musoma MC","Mshikamano",4,28,0,2,2,0,"Built",33.8066560262917,-1.52026354459537,10.085
4,"Musoma MC","Mshikamano",4,28,0,2,0,0,"Built",33.8059160601453,-1.51923314926257,6.133
4,"Musoma MC","Mshikamano",4,28,0,2,0,0,"Built",33.8068659057335,-1.51944147270232,7.34
4,"Musoma MC","Mshikamano",4,28,0,2,0,0,"Built",33.8064597472222,-1.51844279178399,6
4,"Musoma MC","Mshikamano",4,28,0,2,0,0,"Built",33.8043855651967,-1.5191149783277,6.653
4,"Musoma MC","Mshikamano",4,28,0,2,1,0,"Built",33.8031382068167,-1.52157340869226,7.341
51,"Musoma DC","Nyakatende",41,109,0,2,0,0,"Built",33.6848974519244,-1.58148019179167,4.55
51,"Musoma DC","Nyakatende",41,109,0,2,0,0,"Built",33.6833551441415,-1.581164046787,4.62
10,"Bunda TC","Kabasa",9,203,0,2,0,0,"Built",33.8332743541923,-1.97180347114628,4.86
10,"Bunda TC","Kabasa",9,203,0,2,0,0,"Built",33.8334959767383,-1.97191545842275,4.8
51,"Musoma DC","Nyakatende",41,69,0,2,0,0,"Built",33.6927754820264,-1.57382999455295,4.883
10,"Bunda TC","Kabasa",9,203,0,2,0,0,"Built",33.8329689177684,-1.97275680462022,4.94
51,"Musoma DC","Nyakatende",41,69,0,2,0,0,"Built",33.6904166272772,-1.57844873630028,4.68
51,"Musoma DC","Nyakatende",41,69,0,2,0,0,"Built",33.6936508049212,-1.58028474098251,4.74
43,"Bunda TC","Kabasa",9,90,0,2,0,0,"Built",33.8346263597327,-1.97232004825322,4.82
43,"Bunda TC","Kabasa",9,90,0,2,0,0,"Built",33.8336298236817,-1.97219824891591,4.9
43,"Bunda TC","Kabasa",9,90,0,2,0,0,"Built",33.8327166522051,-1.9720946527144,4.883
43,"Bunda TC","Kabasa",9,90,0,2,0,0,"Built",33.8344905178786,-1.9717591484352,5
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8332107090608,-1.97117552254321,4.96
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8338358653983,-1.97254312599212,5
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.834032834488,-1.97154475000414,4.5
43,"Bunda TC","Kabasa",9,176,0,2,1,0,"Built",33.8328950778966,-1.97246968806809,5
43,"Bunda TC","Kabasa",9,176,0,2,0,1,"Built",33.8335459596228,-1.97254312599212,5
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8344787387864,-1.97174439890017,4.96
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8335312079862,-1.97271591491274,4.64
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8335719795606,-1.97146222602593,4.925
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8326161144082,-1.97268928832145,4.8
43,"Bunda TC","Kabasa",9,176,0,2,0,0,"Built",33.8333393334485,-1.9727523526543,4.533
78,"Rorya DC","Ikoma",56,251,0,2,0,0,"Built",34.3006735055156,-1.16446459334095,4.76
78,"Rorya DC","Ikoma",56,43,0,2,0,0,"Built",34.2997852633862,-1.16202249242766,4.75
81,"Tarime DC","Pemba",57,110,0,2,1,0,"Built",34.5006596158612,-1.27303796100152,4.94
51,"Musoma DC","Nyakatende",41,69,0,2,0,0,"Built",33.6943746793321,-1.58251521543133,5
51,"Musoma DC","Nyakatende",41,109,0,2,0,0,"Built",33.6838655538426,-1.58071804281264,4.7
43,"Bunda TC","Kabasa",9,52,0,2,0,2,"Built",33.8202891830418,-1.9964955214219,4.751
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8193599748378,-1.99687976464117,4.842
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.819665286397,-1.99743467367093,4.84
43,"Bunda TC","Kabasa",9,52,0,2,0,1,"Built",33.8186128716778,-1.99637301481513,4.9
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8186733540556,-1.99656397395922,4.8
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8194304322685,-1.99583272533673,4.9
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8198959328425,-1.99458930202603,4.885
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8213387770439,-1.99632584087241,4.585
43,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8228619809953,-1.99429072248868,4.871
10,"Bunda TC","Kabasa",9,52,0,2,0,0,"Built",33.8562983589269,-1.98030202065666,4.94
